FID,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,location,temp_kelvin,datetime,power,confidence,age_hours,australian_state
hotspot_historic.fid-63ecba5d_1599bad38c1_4f02,10706408,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.55,124.92,POINT (13906030.789895736 -2338301.0695342217),305.4,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f03,10706409,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.56,124.89,POINT (13902691.205171937 -2339489.954086088),311,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f04,10706410,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.56,124.9,POINT (13903804.40007987 -2339489.954086088),311.5,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f05,10706412,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.65,125.57,POINT (13978388.45891136 -2350193.423029333),313.7,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f06,10706413,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.65,125.58,POINT (13979501.653819298 -2350193.423029333),339.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f07,10706414,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.65,125.59,POINT (13980614.848727224 -2350193.423029333),339.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f08,10706415,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.66,122.57,POINT (13644429.986531537 -2351383.0879834592),307.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f09,10706416,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.66,122.58,POINT (13645543.181439474 -2351383.0879834592),307.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f0a,10706417,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.66,122.59,POINT (13646656.376347408 -2351383.0879834592),304.7,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f0b,10706418,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.66,125.56,POINT (13977275.264003431 -2351383.0879834592),305.9,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f0c,10706419,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.66,125.57,POINT (13978388.45891136 -2351383.0879834592),339.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f0d,10706420,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.66,125.58,POINT (13979501.653819298 -2351383.0879834592),339.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f0e,10706421,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.66,125.59,POINT (13980614.848727224 -2351383.0879834592),339.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f0f,10706422,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.67,125.56,POINT (13977275.264003431 -2352572.8312335457),313.7,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f10,10706423,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.67,125.57,POINT (13978388.45891136 -2352572.8312335457),313.7,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f11,10706424,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.67,125.58,POINT (13979501.653819298 -2352572.8312335457),311.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f12,10706425,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.67,125.59,POINT (13980614.848727224 -2352572.8312335457),308.7,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f13,10706426,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.67,125.6,POINT (13981728.043635163 -2352572.8312335457),306.9,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f14,10706427,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.71,122.61,POINT (13648882.766163273 -2357332.5881247674),311.9,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f15,10706428,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.71,122.62,POINT (13649995.961071206 -2357332.5881247674),311.9,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f16,10706429,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.71,122.63,POINT (13651109.155979138 -2357332.5881247674),306.8,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f17,10706430,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.73,122.64,POINT (13652222.350887071 -2359712.9375571846),302.8,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f18,10706431,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-20.73,122.65,POINT (13653335.545795003 -2359712.9375571846),302.8,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f19,10706434,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-21,122.77,POINT (13666693.884690195 -2391878.5879443157),308,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f1a,10706435,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-21,122.78,POINT (13667807.079598129 -2391878.5879443157),308,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f1b,10706436,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-21,122.79,POINT (13668920.274506066 -2391878.5879443157),307.9,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f1c,10706437,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-21.17,122.87,POINT (13677825.833769528 -2412160.853717459),303.7,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f1d,10706438,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-21.17,122.88,POINT (13678939.028677454 -2412160.853717459),303.7,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f1e,10706439,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-25.26,122.71,POINT (13660014.7152426 -2907713.7116606934),302.8,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f1f,10706440,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-25.26,122.93,POINT (13684505.003217123 -2907713.7116606934),298.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f20,10706441,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-25.26,122.94,POINT (13685618.198125051 -2907713.7116606934),298.2,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f21,10706442,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-25.3,122.72,POINT (13661127.910150532 -2912638.091006387),299,2016-01-05T17:29:42,,,8888,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4f22,10706443,NOAA 19,2009-005A,NOAA,AVHRR,35607,2016-01-05T17:21:39,2016-01-05T17:37:46,Noaa1920160105T172139Z20160105T173746Zhotspots.txt,,GA AVHRR,1.0.0,,-25.3,122.73,POINT (13662241.105058465 -2912638.091006387),299,2016-01-05T17:29:42,,,8888,WA 
