FID,id,satellite,satellite_nssdc_id,satellite_operating_agency,sensor,orbit,start_dt,stop_dt,filename,process_dt,process_algorithm,process_algorithm_version,load_dt,latitude,longitude,location,temp_kelvin,datetime,power,confidence,age_hours,australian_state
hotspot_historic.fid-63ecba5d_1599bad38c1_501f,10705411,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-19.4719,127.6999,POINT (14215485.05936469 -2210571.928394649),336,2016-01-03T04:39:00,11.8,87,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5020,10705406,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-19.4806,127.6822,POINT (14213518.93451829 -2211597.770925614),359.5,2016-01-03T04:39:00,62.2,99,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5021,10705477,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-18.9321,128.3431,POINT (14287087.870913247 -2146943.1836959566),336.7,2016-01-03T04:39:00,18.6,88,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5022,10705476,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-18.9474,128.3237,POINT (14284927.270916443 -2148745.507512249),341,2016-01-03T04:39:00,26.7,90,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5023,10705474,AQUA,2002-022A,NASA,MODIS,72689,2016-01-03T04:38:59,2016-01-03T04:51:44,Aqua20160103T043859Z20160103T045144Zhotspots.txt,,MOD14,5.0.1,,-18.9463,128.3303,POINT (14285666.098376833 -2148618.513238546),364.6,2016-01-03T04:39:00,81.8,100,8948,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff3,10710758,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-17.2404,122.5523,POINT (13642458.74098857 -1948823.7950624912),,2016-01-03T06:00:44,,79,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff4,10710757,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-17.2493,122.5607,POINT (13643394.603947673 -1949861.0554452888),,2016-01-03T06:00:44,,59,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff5,10710756,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-17.3728,122.6546,POINT (13653846.168299273 -1964261.1783824614),,2016-01-03T06:00:44,,66,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff6,10710755,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-17.3715,122.6609,POINT (13654548.482966686 -1964111.0627787623),,2016-01-03T06:00:44,,89,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff7,10710754,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-17.3843,122.6504,POINT (13653379.071715903 -1965600.7181771826),,2016-01-03T06:00:44,,62,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff8,10710753,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-17.383,122.6567,POINT (13654078.826035026 -1965449.659982118),,2016-01-03T06:00:44,,92,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff9,10710752,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-17.3817,122.663,POINT (13654779.47091008 -1965301.0524223829),,2016-01-03T06:00:44,,95,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ffa,10710751,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-18.9494,128.3396,POINT (14286698.920612413 -2148974.3111303854),,2016-01-03T06:00:44,,94,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ffb,10710750,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-18.9462,128.3528,POINT (14288171.56615612 -2148599.6819054843),,2016-01-03T06:00:44,,80,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ffc,10710749,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-19.0243,128.3305,POINT (14285686.469843647 -2157798.350585501),,2016-01-03T06:00:44,,79,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ffd,10710748,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-19.4582,127.6833,POINT (14213636.153942104 -2208950.9778757677),,2016-01-03T06:00:44,,63,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ffe,10710746,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-22.2453,116.6014,POINT (12980006.136073504 -2541002.500654023),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fff,10710745,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-22.9052,117.7699,POINT (13110082.515787479 -2620558.804234502),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5000,10710744,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-22.9122,117.7712,POINT (13110230.23675176 -2621406.8192545385),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5001,10710743,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-29.7251,124.9624,POINT (13910753.51929264 -3468256.574856678),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5002,10710742,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-29.7286,124.9598,POINT (13910459.635836944 -3468709.5957051115),,2016-01-03T06:00:44,,96,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5003,10710741,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-29.7262,124.9705,POINT (13911652.090222323 -3468406.1699598385),,2016-01-03T06:00:44,,69,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5004,10710740,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-30.1417,123.2246,POINT (13717299.9478438 -3521780.5675534555),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5005,10710739,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-30.14,123.233,POINT (13718230.801425816 -3521563.796661183),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5006,10710738,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-29.9507,124.7073,POINT (13882350.351216732 -3497208.836431507),,2016-01-03T06:00:44,,84,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5007,10710737,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-29.9596,124.7098,POINT (13882631.544250483 -3498354.7727944907),,2016-01-03T06:00:44,,98,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5008,10710736,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-31.9649,115.9895,POINT (12911888.069864733 -3758701.726186183),,2016-01-03T06:00:44,,63,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5009,10710747,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-19.4553,127.6953,POINT (14214979.668876484 -2208616.273236037),,2016-01-03T06:00:44,,52,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_500a,10710773,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-27.9874,122.9922,POINT (13691429.409502937 -3247388.462337197),,2016-01-03T06:00:44,,52,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_500b,10710772,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-29.5006,119.2674,POINT (13276783.119291933 -3439513.9878045237),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_500c,10710771,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-29.4991,119.2761,POINT (13277749.595111005 -3439324.438611482),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_500d,10710770,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-29.506,119.2776,POINT (13277918.689417517 -3440210.176425564),,2016-01-03T06:00:44,,99,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_500e,10710769,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.6394,123.0209,POINT (13694626.950556481 -1878890.3002474462),,2016-01-03T06:00:44,,56,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_500f,10710768,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.6913,123.0251,POINT (13695089.037762757 -1884924.1210423703),,2016-01-03T06:00:44,,71,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5010,10710767,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.7111,123.0364,POINT (13696354.517734103 -1887219.741119777),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5011,10710766,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.7097,123.0433,POINT (13697112.046868952 -1887060.3928701528),,2016-01-03T06:00:44,,83,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5012,10710765,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.7042,123.0707,POINT (13700171.217795435 -1886417.4325658672),,2016-01-03T06:00:44,,85,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5013,10710764,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.7014,123.0845,POINT (13701700.858918432 -1886096.540511552),,2016-01-03T06:00:44,,66,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5014,10710763,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.7203,123.0454,POINT (13697347.264952997 -1888292.0881476828),,2016-01-03T06:00:44,,46,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5015,10710762,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.7189,123.0523,POINT (13698115.035480995 -1888130.5237664508),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5016,10710761,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.7176,123.0591,POINT (13698880.24566071 -1887971.5176688395),,2016-01-03T06:00:44,,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5017,10710760,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-16.7162,123.066,POINT (13699645.56715991 -1887811.2341674683),,2016-01-03T06:00:44,,92,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_5018,10710759,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21676,2016-01-03T05:55:04,2016-01-03T06:06:24,Npp20160103T055504Z20160103T060624Zhotspots.txt,,VIIRS (AER),6,,-17.1948,122.5685,POINT (13644258.443196228 -1943512.5087270592),,2016-01-03T06:00:44,,92,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe9,10705518,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-22.9011,117.7594,POINT (13108911.323424842 -2620064.541816924),339.2,2016-01-03T06:20:30,14.7,55,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fea,10705515,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-29.7296,124.9651,POINT (13911047.402748335 -3468834.8394284635),327.8,2016-01-03T06:20:20,13,81,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4feb,10705517,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-29.5094,119.2604,POINT (13276006.88848263 -3440646.7363524917),346.2,2016-01-03T06:20:10,28.5,93,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fec,10705514,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-30.1486,123.2232,POINT (13717146.215627015 -3522670.731472815),324.1,2016-01-03T06:18:30,9.5,77,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fed,10705519,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-22.2533,116.5985,POINT (12979691.101914559 -2541967.2226325786),342.8,2016-01-03T06:18:30,19.6,87,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fee,10705512,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-29.7286,124.9695,POINT (13911540.88205102 -3468705.2371942224),326.4,2016-01-03T06:18:20,11,80,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fef,10705516,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-29.5057,119.2795,POINT (13278131.866242388 -3440168.9898731248),372.5,2016-01-03T06:18:20,100.7,100,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff0,10705510,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-30.8726,121.4885,POINT (13524040.740225883 -3616212.39319146),339.1,2016-01-03T06:18:20,18.3,89,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff1,10705513,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-30.1424,123.2261,POINT (13717469.821386747 -3521873.249824027),323.5,2016-01-03T06:18:20,8.8,77,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4ff2,10705511,AQUA,2002-022A,NASA,MODIS,72690,2016-01-03T06:18:16,2016-01-03T06:26:07,Aqua20160103T061816Z20160103T062607Zhotspots.txt,,MOD14,5.0.1,,-30.8671,121.4819,POINT (13523303.582557851 -3615505.958874552),337.7,2016-01-03T06:18:20,15.8,88,8947,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe5,10705521,TERRA,1999-068A,NASA,MODIS,85339,2016-01-03T14:04:05,2016-01-03T14:17:20,Terra20160103T140405Z20160103T141720Zhotspots.txt,,MOD14,5.0.1,,-29.7256,124.9346,POINT (13907661.286477383 -3468321.0530811283),314.9,2016-01-03T14:05:50,15.8,87,8939,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe6,10705523,TERRA,1999-068A,NASA,MODIS,85339,2016-01-03T14:04:05,2016-01-03T14:17:20,Terra20160103T140405Z20160103T141720Zhotspots.txt,,MOD14,5.0.1,,-29.725,124.929,POINT (13907035.336980656 -3468254.9084257367),310.2,2016-01-03T14:05:40,10.7,43,8939,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe7,10705524,TERRA,1999-068A,NASA,MODIS,85339,2016-01-03T14:04:05,2016-01-03T14:17:20,Terra20160103T140405Z20160103T141720Zhotspots.txt,,MOD14,5.0.1,,-29.7029,124.926,POINT (13906701.489827763 -3465418.699402897),309.6,2016-01-03T14:04:10,10.2,67,8939,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe8,10705522,TERRA,1999-068A,NASA,MODIS,85339,2016-01-03T14:04:05,2016-01-03T14:17:20,Terra20160103T140405Z20160103T141720Zhotspots.txt,,MOD14,5.0.1,,-29.7233,124.9448,POINT (13908795.075491117 -3468034.55688227),311.1,2016-01-03T14:04:10,12.1,58,8939,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe1,10708807,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21683,2016-01-03T17:07:53,2016-01-03T17:20:39,Npp20160103T170753Z20160103T172039Zhotspots.txt,,VIIRS (AER),6,,-22.9204,117.7586,POINT (13108831.396030454 -2622400.5161936474),,2016-01-03T17:14:16,,90,8936,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe2,10708808,SUOMI NPP,2011-061A,NASA/NOAA,VIIRS,21683,2016-01-03T17:07:53,2016-01-03T17:20:39,Npp20160103T170753Z20160103T172039Zhotspots.txt,,VIIRS (AER),6,,-16.7218,124.0895,POINT (13813582.513140213 -1888466.7882243965),,2016-01-03T17:14:16,,44,8936,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fdf,10705567,AQUA,2002-022A,NASA,MODIS,72702,2016-01-03T17:13:38,2016-01-03T17:25:05,Aqua20160103T171338Z20160103T172505Zhotspots.txt,,MOD14,5.0.1,,-30.86,121.495,POINT (13524766.098027892 -3614582.609755067),316.3,2016-01-03T17:15:10,19.2,91,8936,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe0,10705564,AQUA,2002-022A,NASA,MODIS,72702,2016-01-03T17:13:38,2016-01-03T17:25:05,Aqua20160103T171338Z20160103T172505Zhotspots.txt,,MOD14,5.0.1,,-16.7184,124.0962,POINT (13814325.68206074 -1888074.8482560462),306.5,2016-01-03T17:14:30,5.6,46,8936,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe3,10705566,AQUA,2002-022A,NASA,MODIS,72702,2016-01-03T17:13:38,2016-01-03T17:25:05,Aqua20160103T171338Z20160103T172505Zhotspots.txt,,MOD14,5.0.1,,-22.9148,117.7625,POINT (13109259.530792044 -2621721.044316222),312.5,2016-01-03T17:13:40,11.1,79,8936,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fe4,10705565,AQUA,2002-022A,NASA,MODIS,72702,2016-01-03T17:13:38,2016-01-03T17:25:05,Aqua20160103T171338Z20160103T172505Zhotspots.txt,,MOD14,5.0.1,,-22.2448,116.6006,POINT (12979919.529509664 -2540943.808467825),307.7,2016-01-03T17:13:40,8.6,56,8936,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fd4,10705577,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-29.72,124.94,POINT (13908257.179711595 -3467608.9904143363),301.8,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fd5,10705578,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-29.72,124.95,POINT (13909370.374619534 -3467608.9904143363),302.6,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fd6,10705579,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-30.86,121.5,POINT (13525318.131382735 -3614580.794248502),302.9,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fd7,10705574,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-29.7,124.94,POINT (13908257.179711595 -3465045.6347282142),305,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fd8,10705573,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-25.47,120.03,POINT (13361678.479916628 -2933584.8779657343),299.2,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fd9,10705575,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-27.97,123.01,POINT (13693410.562480586 -3245192.0022432115),305.2,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fda,10705570,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-22.91,117.75,POINT (13107870.040907962 -2621138.282458812),307.3,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fdb,10705576,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-29.7,124.93,POINT (13907143.98480367 -3465045.6347282142),308.9,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fdc,10705568,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-19.01,128.36,POINT (14288969.838224595 -2156113.288427059),303.9,2016-01-03T17:52:22,,,8935,WA 
hotspot_historic.fid-63ecba5d_1599bad38c1_4fdd,10705572,NOAA 19,2009-005A,NOAA,AVHRR,35579,2016-01-03T17:44:34,2016-01-03T18:00:10,Noaa1920160103T174434Z20160103T180010Zhotspots.txt,,GA AVHRR,1.0.0,,-22.92,117.76,POINT (13108983.235815896 -2622346.853568742),303.4,2016-01-03T17:52:22,,,8935,WA 
